Taxa,Taxonomy,Taxon
cbd882cc2a9ed1f8a33fb21e49c26837,Ascomycota,k__Fungi;p__Ascomycota
ce1770024a8e79c210369ea7ba9a140c,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Yunnania;s__Yunnania_carbonaria;sh__SH0934598.10FU
e225f1bce51d9b8d1a98497c6303b5dc,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp
eedd559347bfcb953b0e8deb3feace10,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Pisolithus;s__Pisolithus_arhizus;sh__SH0820236.10FU
16bf36637eecacfedce33fc4472faf27,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp;sh__SH0861061.10FU
3acad0929cb8ba7a5b79f0d2fb727b9b,Others,k__Fungi
3e822f81505685554936e0de98257f28,Ascomycota,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pulvinulaceae;g__Pulvinula;s__Pulvinula_sp
677eb159f475cb861c612f98b74c0bf6,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_caucasica;sh__SH0863559.10FU
6a7d9b5283064317af7672a4f272b961,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae
f6f0259a89f34a12a8d27d31bfc2404f,Ascomycota,k__Fungi;p__Ascomycota
fd8b04fd636a0a43ea7595a99027d809,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiales_fam_Incertae_sedis;g__Venturiales_gen_Incertae_sedis;s__Venturiales_sp;sh__SH0839642.10FU
05de53051cfabef0aad661655e6ddead,Ascomycota,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp;sh__SH1000809.10FU
07224b567fa039995d935fd99eb1a854,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH0742900.10FU
14488232e1fcd7b7040ea416d2d3bdb7,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Shiraiaceae;g__Shiraiaceae_gen_Incertae_sedis;s__Shiraiaceae_sp;sh__SH0772758.10FU
2198d85e0d6ecb757f71a22e8e43e6e9,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_sp;sh__SH0942843.10FU
3cbe72cc77df974f51fe6983651d81ba,Others,k__Fungi
982fadceb8e83d1cafc8277be432cd6c,Glomeromycota,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae
be07b7f72b53d1bd33e68ec135de29c4,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp
c082ada0d63c4e54e84644cc3873d282,Others,k__Fungi;p__Others;c__Ramicandelaberomycetes;o__Ramicandelaberales;f__Ramicandelaberaceae;g__Ramicandelaber;s__Ramicandelaber_sp;sh__SH0893298.10FU
c6cbf20cd7f06e0a5903d57a5b5e643b,Others,k__Fungi;p__Others;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp;sh__SH1019799.10FU
ea3fca313f486df28742cdd9290a5d2a,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Eucasphaeria;s__Eucasphaeria_sp;sh__SH1011267.10FU
f448b279d8dcde696f71073700b5bdeb,Ascomycota,k__Fungi;p__Ascomycota
05c5d3c0f8526ddb31510c0043e46c09,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Xenoanthostomella;s__Xenoanthostomella_chromolaenae;sh__SH0843089.10FU
40d4885d595976d5792f118fcdbb5cb4,Ascomycota,k__Fungi;p__Ascomycota
90cd42398314ab4cf684bd02d6175a01,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_ord_Incertae_sedis;f__Agaricomycetes_fam_Incertae_sedis;g__Agaricomycetes_gen_Incertae_sedis;s__Agaricomycetes_sp;sh__SH0933462.10FU
9a7ad05f9f10dc88c87b0bdaec1a89c1,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH0741394.10FU
d361a69a5fdcb9e2fe3b865125ac5c11,Ascomycota,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Orbilia;s__Orbilia_rubella;sh__SH1248930.10FU
1101898cedadf514a675c9c46d1080c2,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
2910bef6b612cbe39ff10dedcfcffeb2,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Tylopilus;s__Tylopilus_plumbeoviolaceus;sh__SH1012710.10FU
758169a682c8e418466d797e2ebb790e,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH0832584.10FU
7f37b5f3fec4586694fbb3908972cecf,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp
ae0e203268a6abee952d502489951ef0,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes
eddf17a8bc34263b05a87c5222d7e6f9,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporales_fam_Incertae_sedis;g__Polyporales_gen_Incertae_sedis;s__Polyporales_sp;sh__SH0916537.10FU
a0f857b8e98a2e8f24ba6305313a48d1,Others,k__Fungi;p__Others;c__Ramicandelaberomycetes;o__Ramicandelaberales;f__Ramicandelaberaceae;g__Ramicandelaber;s__Ramicandelaber_brevisporus;sh__SH0826546.10FU
aaf187c60429eb9d5e3e1ae509fb9451,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes
b37e956ff92a0f4d430196cb499573a6,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH0961894.10FU
c8cc0480fa5bb41f512c9a826905477b,Others,k__Fungi
d01275e2808cdb6064a78b978284086f,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Tolypocladium;s__Tolypocladium_album;sh__SH0848502.10FU
d1af53c84fb7f7646fa08b3c671502ec,Ascomycota,k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossaceae;g__Geoglossum;s__Geoglossum_sp;sh__SH0906561.10FU
ebd5968e486ae487923cee5085f75ba2,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp
fa332aa5308eabaf0a6a31c1a164ab3d,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
66225b6898aff71b9b7c243843aae51e,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp;sh__SH0864550.10FU
7e2bd2d2eeffbb870fe7caea54d7c4f7,Ascomycota,k__Fungi;p__Ascomycota
10aaff6656c78ce4e3eb24dd9ed1aa99,Basidiomycota,k__Fungi;p__Basidiomycota;c__GS25;o__GS25_ord_Incertae_sedis;f__GS25_ord_Incertae_sedis_fam_Incertae_sedis;g__GS25_ord_Incertae_sedis_gen_Incertae_sedis;s__GS25_ord_Incertae_sedis_sp;sh__SH0988621.10FU
1c811844f3913471c28a06deffc229d5,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta;s__Pyrenochaeta_sp
a605bc8a27124736dee5412a3184e5ea,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes
ae386901b9f9411bf0ec90c545fd96cf,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__Hysteriaceae;g__Rhytidhysteron;s__Rhytidhysteron_mesophilum;sh__SH0926916.10FU
b6bb4e11907ccbdee1f472be97fdce9a,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_terricola;sh__SH1012394.10FU
d462d7473c1c73b6f3460f186ae0db89,Basidiomycota,k__Fungi;p__Basidiomycota;c__Basidiomycota_cls_Incertae_sedis;o__Basidiomycota_ord_Incertae_sedis;f__Basidiomycota_fam_Incertae_sedis;g__Basidiomycota_gen_Incertae_sedis;s__Basidiomycota_sp
e8806c1daa560616b855808c9cfd8d25,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae
41bb332228831756f16b35aea8acd081,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Onygenaceae_gen_Incertae_sedis;s__Onygenaceae_sp;sh__SH0861017.10FU
4cbbb13b8b27c46eb6d486bd875e4be4,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_fam_Incertae_sedis;g__Agaricales_gen_Incertae_sedis;s__Agaricales_sp
4fb24440f2701b1716309a26e4fa26ed,Ascomycota,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Myxotrichum;s__Myxotrichum_cancellatum;sh__SH1814616.10FU
68775d720911d50b21deedc31f759b21,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellales_fam_Incertae_sedis;g__Glomerellales_gen_Incertae_sedis;s__Glomerellales_sp;sh__SH1000983.10FU
cc84e779591d27d9705744daadd3b4d0,Basidiomycota,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Apiotrichum;s__Apiotrichum_lignicola;sh__SH1662355.10FU
26e469672c3dd29bf7af2f747039843b,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomiaceae_gen_Incertae_sedis;s__Chaetomiaceae_sp
51c2ff784a262a24eb81a30eeab96de2,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp;sh__SH0737075.10FU
5a156341185f60ce785987986b0f0f7e,Glomeromycota,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen_Incertae_sedis;s__Glomeraceae_sp;sh__SH0892596.10FU
c6e511287c4f7d00dec1679df11369fa,Ascomycota,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0932808.10FU
c788fc2151ac5697286d2bf0eb4846aa,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
f9c8d6377ac21cbe37d69b6c44a2da1c,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria;s__Chaetosphaeria_callimorpha;sh__SH0842442.10FU
13afcc77fa1db9e7b2872683d665c4aa,Others,k__Fungi
1d7f11404ee2eacd616cbe6011167fd9,Ascomycota,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Humaria;s__Humaria_sp;sh__SH0749035.10FU
352ea92d6464384969c72586fe63227c,Others,k__Fungi
52cb33712709ad81e6495423ff42495d,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Tubeufiaceae_gen_Incertae_sedis;s__Tubeufiaceae_sp;sh__SH0975848.10FU
61f315eeac791a720aece4be122162f6,Ascomycota,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0924492.10FU
90d21f1b75c52e65b59355f224aaedf6,Ascomycota,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Pezizomycotina_gen_Incertae_sedis;s__Pezizomycotina_sp;sh__SH0907102.10FU
a8f204d51cba356909f4fb1d0df7c2a3,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Perthomyces;s__Perthomyces_podocarpi;sh__SH0932023.10FU
c03df9c4fc3022c703bb88ceaa33941b,Ascomycota,k__Fungi;p__Ascomycota
e3d92af3d971d689f6e17968117ac1ec,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_sp;sh__SH1025539.10FU
ea89ebc382f234a94eee07334b57db42,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__Pseudodictyosporium;s__Pseudodictyosporium_thailandicum;sh__SH1207808.10FU
eaa97c6a7c3ba531ffd75dd715d0e13c,Others,k__Fungi;p__Others;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;f__GS11_fam_Incertae_sedis;g__GS11_gen_Incertae_sedis;s__GS11_sp;sh__SH0808199.10FU
1953f98244cc54c4c049a649aef7df90,Ascomycota,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0999305.10FU
23d83eea2e8a67b5c0d15d95aa14039b,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeriaceae_gen_Incertae_sedis;s__Phaeosphaeriaceae_sp;sh__SH1021890.10FU
29b31654fc67c5845f7648af75cee298,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Teratosphaeriaceae_gen_Incertae_sedis;s__Teratosphaeriaceae_sp;sh__SH1005872.10FU
7cc5deca304712fe78a71dbdb8eb9a19,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae
7cf73417fa7d94379e617b702c253da8,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Veronaeopsis;s__Veronaeopsis_sp;sh__SH0839964.10FU
7d95894f1fb75beb518a6484b1bd8fda,Others,k__Fungi;p__Others
7fdb07cf4223d4708dbc4da82ef667cb,Ascomycota,k__Fungi;p__Ascomycota
8797bd24526640401c1cb516d3b22ab6,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Fusidium;s__Fusidium_sp;sh__SH1008396.10FU
89ebcd8aecc23b18cd41ea71976c6c70,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lepiota;s__Lepiota_subcastanea;sh__SH0989512.10FU
8c8c7e76970aa0505d6009cdcb102a86,Glomeromycota,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen_Incertae_sedis;s__Glomeraceae_sp;sh__SH0962760.10FU
9aaf0cf530748e38faa87a5d00b1c9cc,Ascomycota,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Trichophaea;s__Trichophaea_sp;sh__SH0741240.10FU
a841eb612a8c1c29c4586e6ac38c3c87,Others,k__Fungi
b82cf03b2893774e671a83e0f6614eaf,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomiaceae_gen_Incertae_sedis;s__Chaetomiaceae_sp;sh__SH1007481.10FU
ed175cbe9b479dc0516cc749482bfd5a,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp;sh__SH0758749.10FU
ed53f518a6b0a16dbc43efc50d5c2364,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_minioluteus;sh__SH0901181.10FU
06e164b8e047474b7ec04e3549defc21,Others,k__Fungi
1e8f2ff74cf9a13404beaf2a385e329d,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH1016842.10FU
48ac5c40a6631413b098abaa551296bb,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06;f__Branch06_fam_Incertae_sedis;g__Branch06_gen_Incertae_sedis;s__Branch06_sp;sh__SH1025272.10FU
a41ab294de80c64ad105895d4e67f82a,Others,k__Fungi
30dbce088023bbffeb434f15af039de3,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricaceae_gen_Incertae_sedis;s__Agaricaceae_sp;sh__SH0825130.10FU
421e1b4f3dea292f3d033be92752bfde,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
6ad6fed9670293072c8361ee0fbd3c5d,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiales_fam_Incertae_sedis;g__Venturiales_gen_Incertae_sedis;s__Venturiales_sp;sh__SH0744836.10FU
6ece86ef2e38d7fa1efe9bc4e2a42845,Others,k__Fungi
88081cf059b087cefc0553210432ea99,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH0886224.10FU
e43174e54e4075d14b1c9d50fc1fa6c2,Ascomycota,k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp;sh__SH0764655.10FU
54f383aafc3a889cf7ef336efb77f5b7,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus
60a56021f104ff2f2ba8f8b43d9e1900,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Amphisphaeriales;f__Sporocadaceae;g__Monochaetia
b1c05325d7b13f236d74eeb4b166c609,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Parvothecium;s__Parvothecium_terrestre;sh__SH0997544.10FU
b9046a86f5232fb76801f8930780dba8,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_evadens;sh__SH0873632.10FU
c31fcdc93734b548471c8b40e1e6d8fe,Ascomycota,k__Fungi;p__Ascomycota
df0816e51c48dc3c030492672d15ed51,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae
f258c84147b384deac86eae613098d6f,Others,k__Fungi;p__Others;c__Rhizophydiomycetes;o__Rhizophydiales;f__Operculomycetaceae;g__Operculomyces;s__Operculomyces_sp;sh__SH1013155.10FU
0cd816acd11d381d858b05a3d3cdfe85,Ascomycota,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_truncatum;sh__SH0946049.10FU
1fd86fe93c99c326e680cfe3f6474180,Ascomycota,k__Fungi;p__Ascomycota
971206d64d99d662eeb5eceb46b4322b,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Sordariomycetes_gen_Incertae_sedis;s__Sordariomycetes_sp
a2e1bf16ffa480b336758b575d4f627e,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Pluteus;s__Pluteus_semibulbosus;sh__SH0877128.10FU
e2e3864b87514ebfe06674cd8148a37d,Ascomycota,k__Fungi;p__Ascomycota
eb90005b18aea35ffcd3f0501ab495fe,Ascomycota,k__Fungi;p__Ascomycota
0d6d498e6a1216e6ff0f3a10cbaaeed9,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes
0dae1ddcbd390b60aa92da11784b8d9f,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
32d37665309d5d4a909849731cf888e8,Others,k__Fungi
43bf85f506a1cf4e05fee6861eb8e706,Ascomycota,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0924495.10FU
84229c16e14fb5f6429e3ada97d6c358,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Conioscyphales;f__Conioscyphaceae;g__Conioscypha
8b69ef50f9c8a479077d3cebc026121c,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp
a0e5df78c6fa3216b5b7cf91fa2115e9,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_sp;sh__SH0917921.10FU
ee8a2b59a9758fe83fba4615770cf393,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH0742947.10FU
f26391029075b845cee2481929cf410b,Others,k__Fungi
02647a8d9963ac1f73e1464539df671c,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
04762bb6f9639b431bd6bfbe4bf58fd9,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Striaticonidium;s__Striaticonidium_brachysporum;sh__SH0913500.10FU
1f81385ec6d9f3b6914acb97713bf7c1,Ascomycota,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliales_fam_Incertae_sedis;g__Orbiliales_gen_Incertae_sedis;s__Orbiliales_sp;sh__SH1004821.10FU
4d1d07daee3cc1c16622917a26963227,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Lentitheciaceae_gen_Incertae_sedis;s__Lentitheciaceae_sp;sh__SH0970047.10FU
579dbc272535ac4350d6d62d8370baf1,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania_beaumontii;sh__SH0884433.10FU
824a5608edb5f09508c246b3fea47ef7,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_fam_Incertae_sedis
a68104c9514af398b47d12f510d71dcc,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lepiota;s__Lepiota_sp;sh__SH0934806.10FU
b4b56a5bfbf8100f17a301d2a8acca92,Ascomycota,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliales_fam_Incertae_sedis;g__Orbiliales_gen_Incertae_sedis;s__Orbiliales_sp;sh__SH0960222.10FU
bd121ee7ad568b20f65f9223d1cd7938,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Gibellulopsis;s__Gibellulopsis_fusca;sh__SH1916399.10FU
cfe5d58a6d45f4b2cddd8efafa97b164,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_cucumerina;sh__SH1002406.10FU
e74377e239df79a8744b4fcebae1946f,Others,k__Fungi;p__Others;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiales_fam_Incertae_sedis;g__Rhizophydiales_gen_Incertae_sedis;s__Rhizophydiales_sp;sh__SH0902677.10FU
1f5c1439eb9657aec8f1a7cb4ae7a191,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp;sh__SH1024267.10FU
46f2e70fceb58c1867a2f24c18e4eb9d,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Malbranchea;s__Malbranchea_sp;sh__SH0840880.10FU
481c700a2fc7c08964ef86162131266e,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae
7aed80890698c50ea2a91fb5d6fce4ac,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp
81a0887b236214e89dc7aac72e670cd0,Others,k__Fungi
8eed560bb6f2b2473e12d3bf2dfe0d30,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe;s__Hygrocybe_sp
91525cdfff09b05b5b5a3c02fe2a5df7,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Vararia;s__Vararia_ochroleuca;sh__SH0971803.10FU
c25cee66ccb5002d96407f85012ec424,Ascomycota,k__Fungi;p__Ascomycota
