Taxa,Taxonomy,Taxon
e419467ac71791568c515f8bfcd25b78,Ascomycota,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Hyalorbilia;s__Hyalorbilia_ulicicola;sh__SH0985087.10FU
e424b9d4da71a9479ff81a2ac20ec653,Basidiomycota,k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Anthracoideaceae;g__Farysia;s__Farysia_itapuensis;sh__SH0982175.10FU
e4387db62a89ec36c8a549a7cc147557,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Astrosphaeriellaceae;g__Astrosphaeriellaceae_gen_Incertae_sedis;s__Astrosphaeriellaceae_sp;sh__SH0916076.10FU
e467752690969faa030a509a4f151839,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora
e4a30129815247f8984bd34fb4c3b677,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sporormiaceae_gen_Incertae_sedis;s__Sporormiaceae_sp;sh__SH0860837.10FU
e4a62ad71543c96a7cfcaef7bdf0f7af,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Sordariomycetes_gen_Incertae_sedis;s__Sordariomycetes_sp
e5de93c39906eea89fa8183820bf5587,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae
e6189f5631a6f79f705cbe53b782be6f,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae
e8d5241e832be990356a4a531064503b,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypomyces;s__Hypomyces_armeniacus;sh__SH0884767.10FU
e8e66078bb5cd02f40b66d9cae09462e,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_sp;sh__SH0895784.10FU
e90a230469f87f008724fff643f0e761,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH0949815.10FU
ea19309a18e785bfbaa723a8dfb7197d,Others,k__Fungi
eac802c42883e54b8fb7f2833b464409,Ascomycota,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis
eb303a5a334276322cebcd8e77be6aea,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
ebc1cf0a8a0af104760b77c4e367272f,Ascomycota,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliales_fam_Incertae_sedis;g__Orbiliales_gen_Incertae_sedis;s__Orbiliales_sp
ebe3e2b78dc9369fc9c8d7b015721ade,Others,k__Fungi
ec9a7396f5e034dba616b88c4117dd40,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophoma;s__Setophoma_terrestris;sh__SH0772756.10FU
ecec66dd0a196183a93c842823122e46,Others,k__Fungi
edb3e6832b99de420ee4f16545052ed9,Others,k__Fungi
ee7e9aed04453c9918b3b244a345f7d7,Ascomycota,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Leotiomycetes_gen_Incertae_sedis;s__Leotiomycetes_sp
ef2710e8eefebbe09633921ff13d1d0a,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae
ef312966fbc37b9ff10f46a76830986a,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sporidesmiales;f__Sporidesmiaceae;g__Sporidesmium;s__Sporidesmium_nujiangense;sh__SH1204014.10FU
f030f893522f04e22a73164bbaefc2f9,Basidiomycota,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Kriegeriales;f__Kriegeriaceae;g__Yamadamyces;s__Yamadamyces_rosulatus;sh__SH1022685.10FU
f05f7813d816f6bba5cac1796d2ed1df,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus
f06ea03bf0c162f8fa37241f5811be48,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
f075b2ae52acea7ece504740abbcfc62,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp;sh__SH0915400.10FU
f08927fd540318d29312843743edcba5,Ascomycota,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Cyathicula;s__Cyathicula_sp;sh__SH0991006.10FU
f08eb5b0f39c443bcde24c095c1d0a5e,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Wiesneriomycetaceae;g__Wiesneriomyces;s__Wiesneriomyces_laurinus;sh__SH0933514.10FU
f117a49574985ebef26b58fd97dfeb4d,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Leucoagaricus;s__Leucoagaricus_dacrytus;sh__SH0843568.10FU
f145749b0117e96c863793822e1b4395,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__Xylodon_apacheriensis;sh__SH1003273.10FU
f1674689b25a8f04be2ad41c3794b10f,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_sp;sh__SH0841150.10FU
f202bbc8eadc649277418f57a17c8363,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Hymenochaetales_gen_Incertae_sedis;s__Hymenochaetales_sp
f2039e55fbe9286056f4ca1d3a512294,Others,k__Fungi
f2548aacda39bea690f45fa7b30beb7a,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae
f26221739b2fe46cf32c6ef2bf4af126,Others,k__Fungi
f362e10a3f3dd3d04871fa7d386cf955,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;g__Mycena;s__Mycena_chloroxantha;sh__SH0930270.10FU
f427d57912c764c65a2b3cafd8d5de52,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Sordariomycetes_gen_Incertae_sedis;s__Sordariomycetes_sp;sh__SH0819483.10FU
f4ec16fa03130dd3c4834ef16c685a66,Ascomycota,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Pezizomycotina_gen_Incertae_sedis;s__Pezizomycotina_sp;sh__SH0907080.10FU
f5832af17a448a2eef7e5c1cd6dfff29,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_globosa;sh__SH0993318.10FU
f72a80cd7efbbddc97955282611c8da6,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Capnodiales_gen_Incertae_sedis;s__Capnodiales_sp;sh__SH0995320.10FU
f7ea9f662a00dc2991bf6da9cf9420b4,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
fa1170be2ec03101178933ea836631db,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum;s__Geastrum_sp
fbe3e0d6268d87f120ee882778ccd4e8,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Myriangiaceae;g__Myriangium;s__Myriangium_citri;sh__SH1015474.10FU
fbfd9214f6ad8cd85a86ae3f8bd23d93,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma;s__Neosetophoma_lonicerae;sh__SH1022027.10FU
fbffc7c9365dde2078390c9a630256de,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
fc8fac9bf3e7f27658bf2b0270d1df10,Ascomycota,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0997671.10FU
fca46b29f3a2fbcf7bd673a464de09d8,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Auxarthronopsis;s__Auxarthronopsis_globiasca;sh__SH0977435.10FU
fd1ada4d87338dc9d513a25d0b68739c,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entolomataceae_gen_Incertae_sedis;s__Entolomataceae_sp
fd2386555f5ce8f5b1f6fd331a943c9e,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Calosphaeriales;f__Calosphaeriaceae;g__Jattaea;s__Jattaea_aphanospora;sh__SH1376739.10FU
fd537a73a1f4ca926fd4105d89e0a79f,Others,k__Fungi
fda1d13b2d090530b5de064251fb1a93,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Sordariomycetes_gen_Incertae_sedis;s__Sordariomycetes_sp
fdd67217110b5cbf59b14cd2f310e3dc,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_nutans;sh__SH0940579.10FU
fde81c9f92d5835e2200664cafcc0b43,Others,k__Fungi
ff499ff814e1b1b306fae4cc270a88c4,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae
0104c32326bf3e1d98081bdb86b3d5f5,Others,k__Fungi;p__Others;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetales_fam_Incertae_sedis;g__Spizellomycetales_gen_Incertae_sedis;s__Spizellomycetales_sp
0120b5043f1f30e55c09c56569548fb4,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH0832592.10FU
013628ac7a9b3bdaa3a1f890415045fb,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp;sh__SH0895508.10FU
018a6d8bede0d67a7a808038ac9dcdd2,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Sympoventuriaceae_gen_Incertae_sedis;s__Sympoventuriaceae_sp;sh__SH0806288.10FU
0191c450312e20f7f01b1b06d08ef16c,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Polyscytalum;s__Polyscytalum_sp
022222120fad92bcd4eb90dd96da05c3,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Cordycipitaceae_gen_Incertae_sedis;s__Cordycipitaceae_sp;sh__SH0961313.10FU
024565a3cef008154a078fc1f77fb2bd,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
0264f41be179e94e161f97c7ec92eff6,Others,k__Fungi
0301228111b58f7f5b191d9c841a0e45,Ascomycota,k__Fungi;p__Ascomycota
03defbdcf746471f63bee2f1455605c8,Others,k__Fungi
045487aa0e4b299bd82ef37bef710f75,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Helicosporium;s__Helicosporium_sp;sh__SH0743178.10FU
046a0c1da72a48f51f01b892d372e1be,Others,k__Fungi
04b925fb64d1ac7e54e505c92ac98a69,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales
055c3d944a6d00ff9fb014a46d0dd04e,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae
0573c79012e11c8b250fe784ba0a9f15,Others,k__Fungi
05821a267d7989956be320e501864c77,Ascomycota,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0999032.10FU
06212e178d8570dd2d3d21a7b42ca2c5,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_radians;sh__SH1004041.10FU
06720b318d7c8858a14a6f4276c2e63a,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Sordariomycetes_gen_Incertae_sedis;s__Sordariomycetes_sp
06bfb4a0af4ee0bcdca72b6fb98d4c89,Ascomycota,k__Fungi;p__Ascomycota
0745b68e11b300af8be969053da1d1a5,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes
078599eda5c202e2209b259a5e9f095a,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes
079715b1e1cd9986ac51b726069038fb,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Yunnania;s__Yunnania_carbonaria;sh__SH0934598.10FU
07ac91243adca765fb85e4fed21c67be,Ascomycota,k__Fungi;p__Ascomycota
098255807697de40256dd17bdd341d97,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_sp;sh__SH0921307.10FU
098d4d9d0ef1e0e4e977fe99680626dd,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys
0990d6d847c87ca76602e5c84fabc2b0,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp;sh__SH0731679.10FU
09c25216630d813e69cabfdaca3d5a3e,Basidiomycota,k__Fungi;p__Basidiomycota;c__Microbotryomycetes
0a261dcfd8cb808ecb39ecce8cb709e5,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
0a99d703a9b6e25cc21195e3c8cbf3ee,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
0ab012f6d682225bd5d9caf99d5c53fe,Others,k__Fungi
0ab769f7ac7f47b67a8241b6bdb76abc,Ascomycota,k__Fungi;p__Ascomycota
0bb7a26099891ea89d5806c450a8c1f4,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
0d53ec808d73c3c291a3322a4e3492d6,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
0e302b43071ade96761abb083c5c1ca9,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp;sh__SH0989883.10FU
0e303a7d148f6f64c55fa85d7d301b95,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_sp
0eb821c39d993a2642a9c54a36917be8,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipita;s__Serendipita_sp;sh__SH0949701.10FU
0ec095969e39eabd02646b5fac9ae5a9,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH0998847.10FU
0ef21f285f1c62fd3dfc903a2b466f97,Ascomycota,k__Fungi;p__Ascomycota
104a49460455b1d73bdd5257dcc7307d,Ascomycota,k__Fungi;p__Ascomycota
10e192a98acb40a6580bbdb0167abfba,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_ord_Incertae_sedis;f__Agaricomycetes_fam_Incertae_sedis;g__Agaricomycetes_gen_Incertae_sedis;s__Agaricomycetes_sp;sh__SH1005363.10FU
1172accf487b6bed26cf001b0d23688f,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Nectriopsis;s__Nectriopsis_sp;sh__SH0941006.10FU
129d52195d449cb98a511ebbdb5dcb0e,Others,k__Fungi
12be1aa4602b8364ce5590a0e448dbf6,Others,k__Fungi
1313c5e2945de45f812b0ca570e6f122,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__Capronia_sp;sh__SH0827788.10FU
135b5277f7b55ad4846dc795abf450db,Ascomycota,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Pezizellaceae
136355360220975a1b16ff1988d6cb8e,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH0742387.10FU
13cb6174456e55987855ba4a86de2897,Ascomycota,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp
142db25b04ee92089ee68af18e1c88e6,Basidiomycota,k__Fungi;p__Basidiomycota;c__Atractiellomycetes;o__Atractiellales;f__Phleogenaceae;g__Helicogloea;s__Helicogloea_exigua;sh__SH0892804.10FU
145f4d26e6ea588cecdce7d74e7b2dce,Others,k__Fungi;p__Others;c__Others_cls_Incertae_sedis;o__Others_ord_Incertae_sedis;f__Others_fam_Incertae_sedis;g__Others_gen_Incertae_sedis;s__Others_sp;sh__SH0742083.10FU
14d41d03e8309ebe77d8abea9b6d7fb2,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp;sh__SH0758628.10FU
15049ae1a709624c1d61bdc607c041cb,Others,k__Fungi
150eda79103cb0504bafa294b538f832,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__Hysteriaceae;g__Rhytidhysteron;s__Rhytidhysteron_sp;sh__SH0932799.10FU
1526408ddd4cf60a5e7ed20128ca4d06,Ascomycota,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0734540.10FU
1573a85e7b4e9763a65923df0f93a88b,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Leucoagaricus;s__Leucoagaricus_sp;sh__SH0825096.10FU
15e506ffccf01d44d96de5c2867ad8f3,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Stachybotrys;s__Stachybotrys_chartarum;sh__SH0997576.10FU
166019fcf33e6c8893f6923e96f79ad2,Others,k__Fungi;p__Others;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp;sh__SH1019815.10FU
16db950455ec48cd57cd2e10785b032d,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_fam_Incertae_sedis;g__Agaricales_gen_Incertae_sedis;s__Agaricales_sp;sh__SH0904142.10FU
17d7693c81dcf8f192e8fd00d85da969,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae
180e4c84a31d6d25017dd8f839eb49d5,Basidiomycota,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Tetragoniomycetaceae;g__Tetragoniomyces;s__Tetragoniomyces_sp;sh__SH0953086.10FU
1835c19f8ad0aa6780434cab6d0711ff,Ascomycota,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp;sh__SH0738831.10FU
1848451ed4a8e8e88079653e90342972,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Sordariomycetes_gen_Incertae_sedis;s__Sordariomycetes_sp
18e44d4c869f9e0c324fbe0d73de8770,Others,k__Fungi
196600057d5aea58d9b5ca4869b3a93e,Others,k__Fungi
19b00dcdb4d0b303c8f3e186dcaa75e2,Others,k__Fungi
19c2bc8b6a05542151e6a5481e766b9a,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp
1a1311edc632ab0d7c8f53634d72ce4a,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Parasympodiellales;f__Parasympodiellaceae;g__Parasympodiellaceae_gen_Incertae_sedis;s__Parasympodiellaceae_sp
1a246c323ee6223fc866b56d1875ccae,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
1a88b40d2178dfb4d2bf41819e389dd9,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma_sp;sh__SH0937135.10FU
1a990a038184c2bed749d3b8ddff964a,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
1aef927ffdfe33d7ccd96134e6dcaec5,Others,k__Fungi
1b32f8ccf5e81ed81bf641ad238cf1a2,Others,k__Fungi
1bedb891c1b4dd8d8b5bae28bd88685a,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Stilbella;s__Stilbella_sp
1c461ceb37aaa8e2677d5c61424e126a,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Herpotrichiellaceae_gen_Incertae_sedis;s__Herpotrichiellaceae_sp;sh__SH0813557.10FU
1c70fa252bf97e361612d3cead243305,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xenospadicoidales;f__Xenospadicoidaceae;g__Spadicoides;s__Spadicoides_sp;sh__SH0840390.10FU
1cb370aaa2ed16017b8e9c2ba6e6fd4e,Others,k__Fungi;p__Others;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp;sh__SH1021877.10FU
1cc10a5d14ff6654ca2fe27c6f640e7e,Others,k__Fungi;p__Others;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp;sh__SH1020297.10FU
1d09563c25faf40c5c65a2f7eb37aef8,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
1d1035a4bfd14901bbdc4548fd1ad8ae,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Volutella;s__Volutella_sp;sh__SH0731653.10FU
1d36523fa0341d3f42c4fb5f640d864d,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe
1d5b400f466e2db2c0dfd15a40d1cf86,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma
1d64a13760f0669092e5c3ceab1428a1,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae
1dd9e47f424216070901dbce63e64059,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Flabellascoma;s__Flabellascoma_sp
1e765dc443ba6966ebe7a6fa2d44d50b,Others,k__Fungi
1ef5ad119a193e05069a9d7c052f12c1,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;g__Teichospora;s__Teichospora_mariae;sh__SH0988525.10FU
1ef7571b0c8427defdeddfe27ee6f330,Others,k__Fungi
1f1554ce49a91a6fded34ac6c6f4983d,Ascomycota,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae
1faac7b31fa8cdbaea5edf9fe37f8213,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
1fb42b059f6e63919060d0cb471ba09f,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Leucoagaricus;s__Leucoagaricus_sp;sh__SH0981966.10FU
202ca71a8d72f5de5c26b1a9f17f2e38,Others,k__Fungi
20c42057f0f8780c8b5c1887773744f4,Ascomycota,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0874476.10FU
213d0b6cb4435f658b011946425bfc3a,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
214220c7ca3f2ecc4bc44c9140368fb1,Ascomycota,k__Fungi;p__Ascomycota;c__Eurotiomycetes
214ec65d30d50150bd3ea84d786390d0,Others,k__Fungi;p__Others;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidales_fam_Incertae_sedis;g__Rhizophlyctidales_gen_Incertae_sedis;s__Rhizophlyctidales_sp
21cae0c339442e1fce4ba3257f387c03,Others,k__Fungi
21f267bb50bc2cc594faa816f4d706ff,Basidiomycota,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia;s__Hyphodontia_sp;sh__SH0858387.10FU
220f308d29f356116bb3906fefbeaa81,Ascomycota,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
